ID,Zimmer,Quadratmet,Preis,PLZ,Adresse,AdressePLZ,City,Canton,Country,result_num,osm_id,display_na,category,type,latlong,id_2,adr_inter,adresse_2,adrzus_int,behindertenparkplatz,bemerkung,ccmail,da,datum,datum_cms,dep,editor,erforderlichedokumente,fax,hausnummer,hindernisfreiheit,infrastruktur,isbetriebsferien_gebaeude,isbetriebsferien_schalter,kategorie,mail,name,namenzus,objectid,oeffnungszeiten_gebaeude_di,oeffnungszeiten_gebaeude_do,oeffnungszeiten_gebaeude_fr,oeffnungszeiten_gebaeude_mi,oeffnungszeiten_gebaeude_mo,oeffnungszeiten_gebaeude_sa,oeffnungszeiten_gebaeude_so,oeffnungszeiten_schalter_di,oeffnungszeiten_schalter_do,oeffnungszeiten_schalter_fr,oeffnungszeiten_schalter_mi,oeffnungszeiten_schalter_mo,oeffnungszeiten_schalter_sa,oeffnungszeiten_schalter_so,ort,plz_2,poi_id,postadresse,publish_internet,strasse,suchen,tel,tel2,www,zahlungsmittel_internet,zahlungsmittel_schalter,zahlungsmittel_telefon,zvv_label,zvv_link,einheit,schulkreis,n,distance,feature_x,feature_y,nearest_x,nearest_y
"228","4","95","2580","8055",Birmensdorferstrasse 405,"Birmensdorferstrasse 405, 8055",Zurich,Zurich,Switzerland,"0","342775391","405, Birmensdorferstrasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8055, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.36881015,8.502788129396848","27",,Küngenmatt 66,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"66",,,,,Volksschule,,Küngenmatt,,71,,,,,,,,,,,,,,,Zürich,"8055",vo264,,"1",Küngenmatt,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 09 20,,https://www.stadt-zuerich.ch/schulen/de/kuengenmatt.html,,,,"Zürich, Schaufelbergerstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.368440226007&tolon=8.50299368677059&toname=Zürich%2C+Küngenmatt+66,Küngenmatt,Uto,"1",0.000423200971591864,8.50278812939685,47.36881015,8.50299368675427,47.3684402240139
"229","4","84","2710","8048",Baslerstrasse 138,"Baslerstrasse 138, 8048",Zurich,Zurich,Switzerland,"0","623561864","138, Baslerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.389264299999994,8.488634999999999","4",,Altstetterstrasse 171,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"171",,,,,Volksschule,,Altstetterstrasse,,48,,,,,,,,,,,,,,,Zürich,"8048",vo205,,"1",Altstetterstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 24 30,,https://www.stadt-zuerich.ch/schulen/de/altstetterstrasse.html,,,,"Zürich, Lindenplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38595839111828&tolon=8.486398167513748&toname=Zürich%2C+Altstetterstrasse+171,Altstetterstrasse,Letzi,"1",0.00399154936628616,8.488635,47.3892643,8.48639816749768,47.385958389127
"230","4","97","3280","8006",Scheuchzerstrasse 20,"Scheuchzerstrasse 20, 8006",Zurich,Zurich,Switzerland,"0","1244572279","Italienische Spezialitäten, Patrizia Fontana, 20, Scheuchzerstrasse, Oberstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",shop,deli,"47.383413,8.5454935","73",,Stapferstrasse 54,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 04 01,"54",,,,,Volksschule,,Scherr,,237,,,,,,,,,,,,,,,Zürich,"8006",vo300,,"1",Stapferstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 00,+41 44 413 04 10,https://www.stadt-zuerich.ch/schulen/de/scherr.html,,,,"Zürich, Winkelriedstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38437435566595&tolon=8.5466094293683&toname=Zürich%2C+Stapferstrasse+54,Scherr,Waidberg,"1",0.0014729219954291,8.5454935,47.383413,8.5466094293513,47.3843743536745
"231","4","119","4590","8050",Friesstrasse 12,"Friesstrasse 12, 8050",Zurich,Zurich,Switzerland,"0","11746708179","Swiss Star Oerlikon Station, 12, Friesstrasse, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",tourism,apartment,"47.4143097,8.5469065","68",,Höhenring 36,,,,,Schulamt,"202209080928",,Schul- und Sportdepartement (SSD),ssdbn7qj,,+41 44 413 22 11,"36",,,,,Volksschule,,Buhn,,232,,,,,,,,,,,,,,,Zürich,"8052",vo218,,"1",Höhenring,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 22 10,,https://www.stadt-zuerich.ch/schulen/de/buhn.html,,,,"Zürich, Seebacherplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.42076846676189&tolon=8.545371987695951&toname=Zürich%2C+Höhenring+36,Buhn,Glattal,"1",0.00663855183532758,8.5469065,47.4143097,8.54537198767896,47.4207684647741
"232","4","100","3370","8050",Greifenseestrasse 17,"Greifenseestrasse 17, 8050",Zurich,Zurich,Switzerland,"0","1867634941","17, Greifenseestrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4093744,8.5548804","6",,Apfelbaumstrasse 31,,,,,Schulamt,"202208221212",,Schul- und Sportdepartement (SSD),ssdbr9s9,,+41 44 413 28 29,"31",,,,,Volksschule,,Apfelbaum,,50,,,,,,,,,,,,,,,Zürich,"8050",vo208,,"1",Apfelbaumstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 28 28,,https://www.stadt-zuerich.ch/schulen/de/apfelbaum.html,,,,"Zürich, Friedackerstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.4066086047733&tolon=8.555668061687975&toname=Zürich%2C+Apfelbaumstrasse+31,Apfelbaum,Glattal,"1",0.00287576861848517,8.5548804,47.4093744,8.55566806167083,47.4066086027841
"233","5","170","6300","8006",Ottikerstrasse 11,"Ottikerstrasse 11, 8006",Zurich,Zurich,Switzerland,"0","108448820","11, Ottikerstrasse, Unterstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38569965000001,8.542645381794749","77",,Turnerstrasse 49,,,,,Schulamt,"201906041419",,Schul- und Sportdepartement (SSD),ssdbfw4h,,+41 44 361 38 43,"49",,,,,Volksschule,,Turner,,241,,,,,,,,,,,,,,,Zürich,"8006",vo309,,"1",Turnerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 27 00,,https://www.stadt-zuerich.ch/schulen/de/weinberg.html,,,,"Zürich, Röslistrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38782938569375&tolon=8.54185715049601&toname=Zürich%2C+Turnerstrasse+49,Weinberg - Turner,Waidberg,"1",0.00227091925245556,8.54264538179475,47.38569965,8.54185715047909,47.3878293837027
"234","5","127","3760","8053",Im Braechli 43,"Im Braechli 43, 8053",Zurich,Zurich,Switzerland,"0","138149835","43, Im Brächli, Witikon, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8053, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.361166,8.580774344537598","59",,Heilighüsli 19,,,,,Schulamt,"202203071149",,Schul- und Sportdepartement (SSD),ssdkbe,,+41 44 413 13 01,"19",,,,,Volksschule,,Langmatt,Primarschule,223,,,,,,,,,,,,,,,Zürich,"8053",vo266,,"1",Heilighüsli,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 13 00,,https://www.stadt-zuerich.ch/schulen/de/langmatt.html,,,,"Zürich, Carl-Spitteler-Str.",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.35672686925815&tolon=8.586658013646595&toname=Zürich%2C+Heilighüsli+19,Langmatt,Zürichberg,"1",0.00737044513078392,8.5807743445376,47.361166,8.58665801362899,47.3567268672639
"235","5","140","5780","8048",Baslerstrasse 77,"Baslerstrasse 77, 8048",Zurich,Zurich,Switzerland,"0","10856032996","Specialized Store Zürich, 77, Baslerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",shop,bicycle,"47.3862001,8.4966843","106",,Mürtschenstrasse 39,,,,,Schulamt,"202301171510",,Schul- und Sportdepartement (SSD),ssdklc,,,"39",,,,,Volksschule,,Kappeli Sekundar,,270,,,,,,,,,,,,,,,Zürich,"8048",vo024,,"1",Mürtschenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 35 80,,https://www.stadt-zuerich.ch/schulen/de/kappeli_sek.html,,,,,https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38723916752133&tolon=8.49485680175994&toname=Zürich%2C+Mürtschenstrasse+39,Kappeli Sekundar,Letzi,"1",0.00210223858128753,8.4966843,47.3862001,8.49485680174374,47.3872391655302
"236","5","110","3010","8052",Schwandenacker 46,"Schwandenacker 46, 8052",Zurich,Zurich,Switzerland,"0","441428906","46, Schwandenacker, Seebach, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8052, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.42519455,8.535652957495538","121",,Schwandenholzstrasse 20,,,,,Schulamt,"202203080912",,Schul- und Sportdepartement (SSD),ssdbn7qj,,,"20",,,,,Volksschule,,Tagesschule Himmeri-Heumatt,,285,,,,,,,,,,,,,,,Zürich,"8052",vo239,,"1",Schwandenholzstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 19 53,,https://www.stadt-zuerich.ch/schulen/de/himmeri.html,,,,"Zürich, Buhnstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.42318331300284&tolon=8.537307515089095&toname=Zürich%2C+Schwandenholzstrasse+20,Himmeri,Glattal,"1",0.00260435078824914,8.53565295749554,47.42519455,8.53730751507223,47.4231833110153
"237","5","113","3950","8047",Langgruetstrasse 103,"Langgruetstrasse 103, 8047",Zurich,Zurich,Switzerland,"0","40712405","103, Langgrütstrasse, Albisrieden, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8047, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3729343,8.49558004041275","98",,Letzigraben 208,,,,,Schulamt,"202310110831",,Schul- und Sportdepartement (SSD),ssdbu178,,,"208",,,,,Volksschule,,Altweg,,262,,,,,,,,,,,,,,,Zürich,"8047",vo206,,"1",Letzigraben,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 15 84,,https://www.stadt-zuerich.ch/schulen/de/altweg.html,,,,"Zürich, Schulhaus Altweg",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37232259646984&tolon=8.492932571557185&toname=Zürich%2C+Letzigraben+208,Altweg,Letzi,"1",0.00271721826017443,8.49558004041275,47.3729343,8.49293257154102,47.3723225944772
"238","5","160","6470","8044",Forsterstrasse 67,"Forsterstrasse 67, 8044",Zurich,Zurich,Switzerland,"0","106548924","67, Forsterstrasse, Fluntern, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8044, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.38137005,8.559840808579466","66",,Hochstrasse 118,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"118",,,,,Volksschule,,Fluntern,,230,,,,,,,,,,,,,,,Zürich,"8044",vo229,,"1",Hochstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 20 20,,https://www.stadt-zuerich.ch/schulen/de/fluntern.html,,,,"Zürich, Kirche Fluntern",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.376041887620566&tolon=8.558898958822207&toname=Zürich%2C+Hochstrasse+118,Fluntern - Heubeeribüel,Zürichberg,"1",0.00541076857475088,8.55984080857947,47.38137005,8.55889895880503,47.3760418856283
"239","5","140","4000","8044",Kraftstrasse 15,"Kraftstrasse 15, 8044",Zurich,Zurich,Switzerland,"0","109398809","15, Kraftstrasse, Fluntern, Kreis 7, Zürich, Bezirk Zürich, Zürich, 8044, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.377215500000005,8.559432279787234","66",,Hochstrasse 118,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"118",,,,,Volksschule,,Fluntern,,230,,,,,,,,,,,,,,,Zürich,"8044",vo229,,"1",Hochstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 20 20,,https://www.stadt-zuerich.ch/schulen/de/fluntern.html,,,,"Zürich, Kirche Fluntern",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.376041887620566&tolon=8.558898958822207&toname=Zürich%2C+Hochstrasse+118,Fluntern - Heubeeribüel,Zürichberg,"1",0.00128910898047655,8.55943227978723,47.3772155,8.55889895880503,47.3760418856283
"240","5","128","4280","8048",Calandastrasse 5,"Calandastrasse 5, 8048",Zurich,Zurich,Switzerland,"0","2090057714","5, Calandastrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.3875236,8.4900037","9",,Badenerstrasse 618,,,,,Schulamt,"202301171511",,Schul- und Sportdepartement (SSD),ssdklc,,,"618",,,,,Volksschule,,Kappeli Primar,,53,,,,,,,,,,,,,,,Zürich,"8048",vo023,,"1",Badenerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 29 00,,https://www.stadt-zuerich.ch/schulen/de/kappeli_primar.html,,,,,https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.3862025945113&tolon=8.492934656494501&toname=Zürich%2C+Badenerstrasse+618,Kappeli Primar,Letzi,"1",0.00321489760956141,8.4900037,47.3875236,8.49293465647833,47.38620259252
"241","5","135","2800","8050",Hugostrasse 10,"Hugostrasse 10, 8050",Zurich,Zurich,Switzerland,"0","422092340","10, Hugostrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.40826105,8.548201906115345","91",,Ligusterstrasse 20,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 25 79,"20",,,,,Volksschule,,Liguster,,255,,,,,,,,,,,,,,,Zürich,"8057",vo271,,"1",Ligusterstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 25 70,,https://www.stadt-zuerich.ch/schulen/de/liguster.html,,,,"Zürich, Salersteig",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.406287790277524&tolon=8.54449340016803&toname=Zürich%2C+Ligusterstrasse+20,Liguster,Glattal,"1",0.00420080685942752,8.54820190611535,47.40826105,8.54449340015106,47.4062877882882
"242","5","140","5600","8006",Schaffhauserstrasse 30,"Schaffhauserstrasse 30, 8006",Zurich,Zurich,Switzerland,"0","64440131","30, Schaffhauserstrasse, Unterstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3901714,8.539264904809531","81",,Weinbergstrasse 143,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 27 28,"143",,,,,Volksschule,,Weinberg,,245,,,,,,,,,,,,,,,Zürich,"8006",vo004,,"1",Weinbergstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 27 27,,https://www.stadt-zuerich.ch/schulen/de/weinberg.html,,,,"Zürich, Röslistrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38927584652695&tolon=8.539976748503895&toname=Zürich%2C+Weinbergstrasse+143,Weinberg - Turner,Waidberg,"1",0.00114400218981522,8.53926490480953,47.3901714,8.539976748487,47.389275844536
"243","5","140","4630","8050",Max Bill Platz 9,"Max Bill Platz 9, 8050",Zurich,Zurich,Switzerland,"0","310238488","Thatsuits, 9, Max-Bill-Platz, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",shop,tailor,"47.41417,8.5394484","102",,Margrit-Rainer-Strasse 5,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 07 11,"5",,,,,Volksschule,,Im Birch,,266,,,,,,,,,,,,,,,Zürich,"8050",vo250,,"1",Margrit-Rainer-Strasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 07 10,,https://www.stadt-zuerich.ch/schulen/de/imbirch.html,,,,"Zürich, Neunbrunnen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.415642620394706&tolon=8.54018228760786&toname=Zürich%2C+Margrit-Rainer-Strasse+5,Im Birch,Glattal,"1",0.00164535587850355,8.5394484,47.41417,8.54018228759095,47.4156426184064
"244","5","160","11470","8006",Weinbergstrasse 44,"Weinbergstrasse 44, 8006",Zurich,Zurich,Switzerland,"0","64180588","44, Weinbergstrasse, Unterstrass, Kreis 6, Zürich, Bezirk Zürich, Zürich, 8006, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.38049595,8.544268599552861","73",,Stapferstrasse 54,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 04 01,"54",,,,,Volksschule,,Scherr,,237,,,,,,,,,,,,,,,Zürich,"8006",vo300,,"1",Stapferstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 00,+41 44 413 04 10,https://www.stadt-zuerich.ch/schulen/de/scherr.html,,,,"Zürich, Winkelriedstrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38437435566595&tolon=8.5466094293683&toname=Zürich%2C+Stapferstrasse+54,Scherr,Waidberg,"1",0.00453006613724794,8.54426859955286,47.38049595,8.5466094293513,47.3843743536745
"245","5","141","4750","8003",Albisriederstrasse 22,"Albisriederstrasse 22, 8003",Zurich,Zurich,Switzerland,"0","335010482","22, Albisriederstrasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3781025,8.508077545193938","107",,Norastrasse 20,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 00 61,"20",,,,,Volksschule,,Albisriederplatz,,271,,,,,,,,,,,,,,,Zürich,"8004",vo301,,"1",Norastrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 00 60,,https://www.stadt-zuerich.ch/schulen/de/albisriederplatz.html,,,,"Zürich, Albisriederplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38031401216436&tolon=8.508666061268217&toname=Zürich%2C+Norastrasse+20,Albisriederplatz,Limmattal,"1",0.00228847730890573,8.50807754519394,47.3781025,8.5086660612518,47.3803140101725
"246","5","98","4070","8003",Aemtlerstrasse 102,"Aemtlerstrasse 102, 8003",Zurich,Zurich,Switzerland,"0","336094016","102, Aemtlerstrasse, Sihlfeld, Kreis 3, Zürich, Bezirk Zürich, Zürich, 8003, Schweiz/Suisse/Svizzera/Svizra",building,residential,"47.3745822,8.512847736335402","84",,Aemtlerstrasse 101,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 01 36,"101",,,,,Volksschule,,Aemtler B,,248,,,,,,,,,,,,,,,Zürich,"8003",vo016,,"1",Aemtlerstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 01 40,,https://www.stadt-zuerich.ch/schulen/de/aemtler_b.html,,,,"Zürich, Bertastrasse",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37440243096439&tolon=8.512700268653354&toname=Zürich%2C+Aemtlerstrasse+101,Aemtler B,Limmattal,"1",0.000232517407161065,8.5128477363354,47.3745822,8.51270026863688,47.3744024289719
"247","5","138","3950","8051",Luchswiesenstrasse 156,"Luchswiesenstrasse 156, 8051",Zurich,Zurich,Switzerland,"0","1489359322","156, Luchswiesenstrasse, Hirzenbach, Kreis 12, Zürich, Bezirk Zürich, Zürich, 8051, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4044036,8.5860149","101",,Luchswiesenstrasse 186,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 06 21,"186",,,,,Volksschule,,Hirzenbach,,265,,,,,,,,,,,,,,,Zürich,"8051",vo243,,"1",Luchswiesenstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 06 20,,https://www.stadt-zuerich.ch/schulen/de/hirzenbach.html,,,,"Zürich, Luchswiesen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.40443498202149&tolon=8.586991569335307&toname=Zürich%2C+Luchswiesenstrasse+186,Hirzenbach,Schwamendingen,"1",0.000977173302192612,8.5860149,47.4044036,8.58699156931769,47.404434980032
"248","5","150","10070","8001",Oberdorfstrasse 22,"Oberdorfstrasse 22, 8001",Zurich,Zurich,Switzerland,"0","955271894","Messerli, 22, Oberdorfstrasse, Rathaus, Altstadt, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra",shop,hairdresser,"47.3688689,8.5454267","65",,Hirschengraben 46,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 04 33,"46",,,,,Volksschule,,Hirschengraben,,229,,,,,,,,,,,,,,,Zürich,"8001",vo240,,"1",Hirschengraben,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 30,,https://www.stadt-zuerich.ch/schulen/de/hirschengraben.html,,,,"Zürich, Central",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37363769944392&tolon=8.547119810542581&toname=Zürich%2C+Hirschengraben+46,Hirschengraben - Schanzengraben,Zürichberg,"1",0.0050604399397895,8.5454267,47.3688689,8.54711981052558,47.3736376974514
"249","5","330","21550","8001",Zuerich,"Zuerich, 8001",Zurich,Zurich,Switzerland,"0","1682248","Zürich, Bezirk Zürich, Zürich, Schweiz/Suisse/Svizzera/Svizra",boundary,administrative,"47.3744489,8.5410422","65",,Hirschengraben 46,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 04 33,"46",,,,,Volksschule,,Hirschengraben,,229,,,,,,,,,,,,,,,Zürich,"8001",vo240,,"1",Hirschengraben,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 30,,https://www.stadt-zuerich.ch/schulen/de/hirschengraben.html,,,,"Zürich, Central",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37363769944392&tolon=8.547119810542581&toname=Zürich%2C+Hirschengraben+46,Hirschengraben - Schanzengraben,Zürichberg,"1",0.00613150872750744,8.5410422,47.3744489,8.54711981052558,47.3736376974514
"250","5","151","3700","8038",Albisstrasse 110,"Albisstrasse 110, 8038",Zurich,Zurich,Switzerland,"0","95284472","110, Albisstrasse, Wollishofen, Kreis 2, Zürich, Bezirk Zürich, Zürich, 8038, Schweiz/Suisse/Svizzera/Svizra",building,apartments,"47.3379628,8.529789951601831","11",,Balberstrasse 71,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"71",,,,,Volksschule,,Entlisberg,,55,,,,,,,,,,,,,,,Zürich,"8038",vo224,,"1",Balberstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 31 60,,https://www.stadt-zuerich.ch/schulen/de/entlisberg.html,,,,"Zürich, Wollishofen",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.33769117912731&tolon=8.527032205094082&toname=Zürich%2C+Balberstrasse+71,Entlisberg,Uto,"1",0.00277109091801296,8.52978995160183,47.3379628,8.5270322050774,47.3376911771311
"251","5","152","7180","8001",Oberdorfstrasse 22,"Oberdorfstrasse 22, 8001",Zurich,Zurich,Switzerland,"0","955271894","Messerli, 22, Oberdorfstrasse, Rathaus, Altstadt, Zürich, Bezirk Zürich, Zürich, 8001, Schweiz/Suisse/Svizzera/Svizra",shop,hairdresser,"47.3688689,8.5454267","65",,Hirschengraben 46,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,+41 44 413 04 33,"46",,,,,Volksschule,,Hirschengraben,,229,,,,,,,,,,,,,,,Zürich,"8001",vo240,,"1",Hirschengraben,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 04 30,,https://www.stadt-zuerich.ch/schulen/de/hirschengraben.html,,,,"Zürich, Central",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.37363769944392&tolon=8.547119810542581&toname=Zürich%2C+Hirschengraben+46,Hirschengraben - Schanzengraben,Zürichberg,"1",0.0050604399397895,8.5454267,47.3688689,8.54711981052558,47.3736376974514
"252","5","143","6100","8050",Gubelstrasse 64,"Gubelstrasse 64, 8050",Zurich,Zurich,Switzerland,"0","1599913398","64, Gubelstrasse, Oerlikon, Kreis 11, Zürich, Bezirk Zürich, Zürich, 8050, Schweiz/Suisse/Svizzera/Svizra",place,house,"47.4094474,8.5408316","112",,Regensbergstrasse 153,,,,,Schulamt,"202209051225",,Schul- und Sportdepartement (SSD),ssdb1rh2,,,"153",,,,,Volksschule,,Gubel,,276,,,,,,,,,,,,,,,Zürich,"8050",vo234,,"1",Regensbergstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 24 00,+41 44 413 24 12 Trakt B,https://www.stadt-zuerich.ch/schulen/de/gubel.html,,,,"Zürich, Regensbergbrücke",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.40813564103617&tolon=8.541011616116608&toname=Zürich%2C+Regensbergstrasse+153,Gubel,Glattal,"1",0.00132405535901733,8.5408316,47.4094474,8.54101161609969,47.4081356390471
"253","5","140","2680","8048",Baslerstrasse 137,"Baslerstrasse 137, 8048",Zurich,Zurich,Switzerland,"0","48638588","137, Baslerstrasse, Altstetten, Kreis 9, Zürich, Bezirk Zürich, Zürich, 8048, Schweiz/Suisse/Svizzera/Svizra",building,yes,"47.3889999,8.488520559016393","4",,Altstetterstrasse 171,,,,,Schulamt,"201807311228",,Schul- und Sportdepartement (SSD),dbo,,,"171",,,,,Volksschule,,Altstetterstrasse,,48,,,,,,,,,,,,,,,Zürich,"8048",vo205,,"1",Altstetterstrasse,"Volksschulen, Schule, Schulen, Lernen, Schulhaus",+41 44 413 24 30,,https://www.stadt-zuerich.ch/schulen/de/altstetterstrasse.html,,,,"Zürich, Lindenplatz",https://www.zvv.ch/zvv/de/fahrplan/fp.html?tolat=47.38595839111828&tolon=8.486398167513748&toname=Zürich%2C+Altstetterstrasse+171,Altstetterstrasse,Letzi,"1",0.00370881843033562,8.48852055901639,47.3889999,8.48639816749768,47.385958389127
